FIPS_PLACE,dem,rep,dem_share,FIPS_ST
69844,427,351,54.88432,27
69880,71,54,56.8,27
69970,7840,6313,55.39462,27
70258,23,10,69.69697,27
70366,144,120,54.54545,27
70402,36,36,50,27
70420,4257,4170,50.5162,27
70492,111,66,62.71186,27
70582,89,66,57.41935,27
70708,47,48,49.47368,27
70798,1173,1068,52.3427,27
70870,40,40,50,27
70924,323,384,45.686,27
71032,9738,5223,65.08923,27
71086,450,730,38.13559,27
71122,297,347,46.11801,27
71140,60,49,55.04587,27
71338,8,16,33.33333,27
71392,38,46,45.2381,27
71428,18227,16010,53.23773,27
71446,125,75,62.5,27
71500,157,185,45.90643,27
71680,20,33,37.73585,27
71734,2267,2031,52.74546,27
71788,152,54,73.78641,27
71824,41,10,80.39216,27
71950,107,116,47.98206,27
72022,1798,2508,41.75569,27
72184,16,19,45.71429,27
72238,924,1403,39.70778,27
72310,38,55,40.86022,27
72328,823,858,48.95895,27
280,5032,4626,52.10188,29
1288,41,53,43.61702,29
1972,6188,5548,52.72665,29
2242,879,1321,39.95455,29
2800,424,307,58.00274,29
3160,6721,9864,40.52457,29
3394,1429,1360,51.237,29
3592,905,1660,35.28265,29
4114,186,135,57.94393,29
4222,6617,792,89.3103,29
4348,788,51,93.92133,29
4366,1415,224,86.33313,29
4384,4337,5233,45.3187,29
4888,13,22,37.14286,29
4906,2706,552,83.05709,29
4996,108,218,33.12883,29
5248,281,17,94.2953,29
6004,3160,594,84.17688,29
6247,64,123,34.2246,29
6382,273,522,34.33962,29
6652,8958,11415,43.96996,29
6976,704,1581,30.80963,29
7966,1608,3962,28.86894,29
8164,1382,678,67.08738,29
8236,2942,2324,55.86783,29
8398,3904,2305,62.87647,29
8650,784,885,46.97424,29
9424,317,504,38.61145,29
10240,732,811,47.44005,29
10468,558,1117,33.31343,29
10612,544,90,85.80442,29
10828,1037,1355,43.35284,29
10864,120,231,34.18803,29
11242,5995,9127,39.64423,29
11368,477,1341,26.23762,29
11566,310,401,43.60056,29
11638,304,656,31.66667,29
11656,1355,2886,31.95001,29
11692,1014,889,53.28429,29
11890,369,736,33.39367,29
11908,2968,340,89.72189,29
12376,62,60,50.81967,29
12664,41,108,27.51678,29
12898,696,1020,40.55944,29
13078,4,3,57.14286,29
13330,413,201,67.26384,29
13366,150,296,33.63229,29
13600,11367,17355,39.57593,29
13690,1220,1840,39.86928,29
14068,444,657,40.32698,29
14176,176,321,35.41247,29
14554,350,281,55.46751,29
14572,5434,2537,68.17212,29
15670,33114,20779,61.44397,29
16030,5007,5445,47.90471,29
16228,276,17,94.19795,29
16678,1235,1946,38.82427,29
16802,401,517,43.68192,29
16822,827,54,93.8706,29
16876,19,29,39.58333,29
17218,3577,3267,52.26476,29
17272,6110,4648,56.79494,29
17632,1373,1149,54.44092,29
17650,114,173,39.72125,29
18253,4970,7280,40.57143,29
19018,2513,406,86.09113,29
19072,77,142,35.15982,29
19252,1393,979,58.72681,29
19270,3295,4277,43.51558,29
19396,773,1995,27.9263,29
19792,217,340,38.95871,29
19828,86,166,34.12698,29
20512,370,906,28.99687,29
21052,402,546,42.40506,29
21214,32,54,37.2093,29
21376,127,50,71.75141,29
21484,436,771,36.12262,29
21844,187,309,37.70161,29
21898,2817,4281,39.68724,29
22114,722,619,53.84042,29
22834,1912,2685,41.59234,29
23032,200,351,36.29764,29
23086,1845,1779,50.9106,29
23752,1027,1405,42.22862,29
23950,1432,1307,52.28185,29
23986,7715,830,90.28672,29
24094,2801,2400,53.85503,29
24706,372,23,94.17722,29
24778,20562,9586,68.20353,29
25120,1323,1499,46.88164,29
25768,541,718,42.97061,29
26110,855,1295,39.76744,29
26182,1222,1120,52.17763,29
26434,251,428,36.96613,29
26866,106,118,47.32143,29
27100,70,157,30.837,29
27190,6136,5776,51.51108,29
27226,1568,194,88.98978,29
27334,1038,786,56.90789,29
28090,1853,2361,43.97247,29
28324,7116,3080,69.79208,29
28630,251,228,52.40084,29
28918,360,410,46.75325,29
29152,343,21,94.23077,29
29206,154,388,28.41328,29
29324,493,459,51.78571,29
29494,830,1125,42.45524,29
30196,1166,118,90.80997,29
30214,1962,2658,42.46753,29
30610,2083,3218,39.29447,29
31168,47,17,73.4375,29
31276,8727,4581,65.5771,29
31708,706,664,51.53285,29
31762,467,636,42.33908,29
32140,1176,1102,51.62423,29
32248,1148,1300,46.89542,29
32266,703,70,90.94437,29
32770,453,848,34.81937,29
32824,23,44,34.32836,29
33850,108,84,56.25,29
34228,87,234,27.1028,29
34354,895,834,51.76403,29
35000,26358,24144,52.19199,29
35648,1570,4038,27.99572,29
37000,7576,10413,42.11463,29
37178,7531,498,93.79748,29
37592,6833,11543,37.18437,29
38000,146838,61344,70.53348,29
38072,1502,2129,41.36601,29
38306,1481,2205,40.17906,29
38612,421,886,32.21117,29
38684,25,23,52.08333,29
38972,129,8,94.16058,29
39026,2757,1785,60.70013,29
39044,9268,8217,53.00543,29
39503,304,446,40.53333,29
39512,149,199,42.81609,29
39656,3365,2661,55.84135,29
39764,352,414,45.953,29
39980,609,799,43.25284,29
40043,2822,4304,39.60146,29
40088,132,123,51.76471,29
40322,276,287,49.02309,29
40376,476,1295,26.87747,29
41024,83,97,46.11111,29
41168,789,1395,36.12637,29
41348,18999,24424,43.75331,29
41438,4779,3479,57.87116,29
41690,32,32,50,29
41762,17,27,38.63636,29
41870,847,781,52.02703,29
42032,5548,6091,47.66733,29
43652,23,71,24.46809,29
44174,520,510,50.48544,29
45110,43,39,52.43902,29
45326,1008,1258,44.48367,29
45614,698,466,59.96564,29
45668,5721,6649,46.24899,29
45830,2741,1077,71.79151,29
45866,478,469,50.47518,29
46208,371,327,53.15186,29
46424,225,289,43.77432,29
46586,9601,7390,56.50639,29
46640,290,287,50.25997,29
47180,6990,6988,50.00715,29
47520,235,319,42.41877,29
47648,1319,1444,47.73797,29
49034,732,1212,37.65432,29
49088,549,37,93.68601,29
49394,630,987,38.96104,29
50834,2607,2462,51.43026,29
51572,1463,3546,29.20743,29
51644,1124,1407,44.40932,29
51716,73,94,43.71257,29
51914,392,498,44.04494,29
52148,651,1155,36.04651,29
52616,2441,4863,33.42004,29
52796,2346,150,93.99038,29
53102,754,446,62.83333,29
53174,71,59,54.61538,29
53408,1458,93,94.00387,29
53462,817,52,94.01611,29
53624,1344,1714,43.95029,29
53650,81,112,41.96891,29
53750,490,447,52.29456,29
53858,203,254,44.42013,29
53876,9445,11530,45.0298,29
53894,337,307,52.32919,29
54074,10450,12505,45.52385,29
54352,7145,2499,74.08752,29
54650,2475,1361,64.52033,29
54686,139,114,54.94071,29
54920,305,1076,22.08545,29
55244,798,1528,34.30782,29
55550,4904,2414,67.01285,29
55640,453,587,43.55769,29
55766,97,230,29.66361,29
55910,1436,1107,56.46874,29
55964,3317,333,90.87671,29
56272,653,670,49.35752,29
56288,987,1533,39.16667,29
56396,501,31,94.17293,29
56414,231,15,93.90244,29
56756,749,1152,39.40032,29
57278,1043,846,55.2144,29
57800,663,42,94.04255,29
58178,768,947,44.78134,29
58196,678,538,55.75658,29
58394,1319,2020,39.50285,29
58520,749,598,55.60505,29
59096,2043,3278,38.39504,29
60284,155,219,41.44385,29
60590,876,641,57.74555,29
60752,3062,4277,41.72231,29
60788,8113,5692,58.76856,29
61238,930,1705,35.29412,29
61706,4357,1708,71.83842,29
62056,2,1,66.66667,29
62156,879,735,54.46097,29
62192,491,61,88.94928,29
62660,1370,1082,55.87276,29
62912,2547,3415,42.72056,29
63110,66,144,31.42857,29
63704,101,247,29.02299,29
63857,18,48,27.27273,29
63956,3953,1630,70.80423,29
64082,13131,13126,50.00952,29
64136,330,386,46.08939,29
64180,1105,735,60.05435,29
64370,892,831,51.77017,29
64424,915,1704,34.937,29
64478,2114,884,70.51368,29
64550,15199,14529,51.12688,29
65000,132925,24662,84.35023,29
65108,1229,1838,40.07173,29
65126,14634,16392,47.16689,29
65162,31,98,24.03101,29
65954,2023,1931,51.16338,29
66044,264,402,39.63964,29
66368,0,0,,29
66440,2916,3583,44.86844,29
67700,2706,2089,56.43379,29
67790,2665,3758,41.49151,29
68420,1686,2175,43.66744,29
69266,9346,1607,85.32822,29
70000,35295,40456,46.59344,29
71062,743,1222,37.8117,29
71368,1109,881,55.72864,29
71440,793,1000,44.22755,29
71728,507,788,39.15058,29
71746,2676,2808,48.7965,29
72034,213,105,66.98113,29
72304,57,191,22.98387,29
73618,3249,4871,40.01232,29
73942,485,470,50.78534,29
73978,103,77,57.22222,29
74284,113,121,48.2906,29
74626,1753,2023,46.42479,29
75202,31,17,64.58333,29
75220,15504,3562,81.31753,29
75238,214,14,93.85965,29
75346,160,215,42.66667,29
75472,2403,2844,45.7976,29
75796,662,42,94.03409,29
75814,1014,102,90.86022,29
76192,255,433,37.06395,29
76246,2412,462,83.92484,29
76264,158,16,90.8046,29
77002,157,576,21.41883,29
77092,815,809,50.18473,29
77128,1285,1466,46.71029,29
77182,1036,843,55.13571,29
77416,2754,3932,41.19055,29
77794,124,267,31.71355,29
78046,462,634,42.15328,29
78118,1134,2497,31.23107,29
78154,7346,5573,56.86199,29
78314,974,2312,29.6409,29
78370,1079,106,91.05485,29
78442,3017,4218,41.70007,29
78514,336,291,53.58852,29
78928,781,1372,36.27497,29
79054,31,48,39.24051,29
79820,7047,11586,37.82,29
79882,932,2048,31.27517,29
80098,299,623,32.4295,29
80260,17,19,47.22222,29
80314,399,501,44.33333,29
80350,173,232,42.71605,29
80962,2048,816,71.50838,29
81124,576,504,53.33333,29
81178,43,48,47.25275,29
180,309,458,40.28683,28
820,123,407,23.20755,28
1260,522,2062,20.20124,28
1500,243,194,55.60641,28
2140,288,570,33.56643,28
3620,202,450,30.9816,28
3980,1440,3123,31.55819,28
4060,596,379,61.12821,28
4705,297,996,22.96984,28
6220,4893,8278,37.1498,28
7330,42,49,46.15385,28
7780,850,1689,33.47775,28
8300,1263,7763,13.99291,28
8655,354,1440,19.73244,28
8820,2523,1854,57.64222,28
10060,1013,1027,49.65686,28
10140,1747,1804,49.19741,28
11100,4194,1281,76.60274,28
13820,1120,414,73.01173,28
14260,549,878,38.47232,28
14420,3376,6513,34.13894,28
15140,35,238,12.82051,28
15180,240,1058,18.48998,28
15340,597,182,76.63671,28
15380,6318,2054,75.46584,28
15700,2330,3738,38.39815,28
17060,1520,528,74.21875,28
18340,293,153,65.69507,28
19100,269,1444,15.70344,28
19180,903,2274,28.42304,28
21340,54,315,14.63415,28
22020,472,777,37.79023,28
22900,467,1152,28.84497,28
24420,246,1076,18.60817,28
24500,287,7,97.61905,28
24940,763,188,80.23134,28
25100,1012,3939,20.44032,28
25340,674,740,47.6662,28
26300,268,1108,19.47674,28
26860,2020,2912,40.95702,28
29180,5874,3613,61.91631,28
29340,1983,23,98.85344,28
29460,729,1468,33.18161,28
29620,256,667,27.73564,28
29700,9923,9924,49.99748,28
29940,182,395,31.54246,28
31020,9832,7852,55.59828,28
31220,1222,188,86.66667,28
31780,398,1551,20.42073,28
33700,2606,3232,44.63857,28
33900,505,1604,23.945,28
34740,3307,820,80.13085,28
35300,333,890,27.22813,28
36000,58489,13259,81.52004,28
39080,395,100,79.79798,28
39520,427,1035,29.20657,28
39600,23,137,14.375,28
39640,4896,2539,65.85071,28
40600,1361,422,76.33202,28
40640,101,180,35.94306,28
41680,1231,4687,20.80095,28
42200,364,254,58.89968,28
42280,645,99,86.69355,28
42440,272,290,48.39858,28
43280,2756,2135,56.3484,28
44240,830,302,73.32155,28
44520,2609,10631,19.70544,28
44600,259,996,20.63745,28
44680,290,296,49.48805,28
44920,122,712,14.6283,28
45240,415,255,61.9403,28
46000,158,11,93.49112,28
46600,272,93,74.52055,28
46640,9388,6532,58.96985,28
46880,482,4,99.17695,28
48030,228,269,45.87525,28
48880,314,164,65.69038,28
49080,19,300,5.956113,28
49240,6013,1528,79.73744,28
50440,3406,2863,54.33083,28
51000,385,417,48.00499,28
51400,31,165,15.81633,28
53520,1719,4430,27.95577,28
54040,4193,9957,29.63251,28
54840,3989,4609,46.39451,28
55360,2749,4595,37.43192,28
55400,945,1257,42.91553,28
55760,2577,5748,30.95495,28
55930,169,144,53.99361,28
56800,1030,5581,15.58009,28
56960,51,340,13.04348,28
57160,1223,1374,47.0928,28
59160,569,1654,25.59604,28
59560,94,0,100,28
62400,570,2408,19.14036,28
62480,297,893,24.95798,28
62520,3895,5066,43.46613,28
63560,99,0,100,28
64840,200,985,16.87764,28
66280,15,327,4.385965,28
66840,155,958,13.92633,28
67200,47,254,15.61462,28
69280,6141,13441,31.36043,28
70240,4372,4593,48.76743,28
71480,927,402,69.75169,28
72040,14,171,7.567568,28
73760,68,169,28.69198,28
74820,169,67,71.61017,28
74840,5890,6201,48.71392,28
75160,9,82,9.89011,28
75360,83,321,20.54455,28
76200,78,663,10.52632,28
76720,6070,3803,61.48081,28
77400,560,694,44.6571,28
78200,668,1575,29.78154,28
78360,901,223,80.16014,28
78640,103,516,16.63974,28
79120,1628,1505,51.96297,28
80160,731,1269,36.55,28
81520,1656,337,83.09082,28
160,726,784,48.07947,37
680,2588,2863,47.47753,37
1520,5078,4278,54.27533,37
1720,349,1168,23.00593,37
1760,2401,4210,36.31826,37
2080,3132,4524,40.90909,37
2140,32123,12755,71.5785,37
2960,429,517,45.34884,37
4015,1777,3069,36.66942,37
4260,651,430,60.22202,37
4510,106,152,41.08527,37
4840,2087,3581,36.82075,37
5880,429,586,42.26601,37
6140,2603,1857,58.36323,37
7080,6151,3769,62.00605,37
7720,3431,2895,54.23648,37
8110,982,622,61.22195,37
8960,1036,1075,49.07627,37
9060,8340,8161,50.54239,37
10240,901,1063,45.87576,37
10260,343,1106,23.6715,37
10500,550,813,40.35216,37
10620,6954,935,88.14805,37
10740,25803,20909,55.23848,37
10880,697,1137,38.00436,37
10960,296,537,35.53421,37
11800,20473,5069,80.15426,37
12000,185693,98649,65.30622,37
12860,3525,4089,46.2963,37
12960,1851,3066,37.64491,37
13240,1219,672,64.46325,37
13500,55,131,29.56989,37
14100,11860,14619,44.79021,37
14340,1865,3655,33.78623,37
14700,2514,3631,40.91131,37
15040,1351,1144,54.1483,37
15260,648,1402,31.60976,37
16980,179,392,31.34851,37
17000,472,1157,28.97483,37
17340,268,230,53.81526,37
17520,283,624,31.20176,37
18060,159,176,47.46269,37
18320,1206,2164,35.78635,37
19000,85266,20002,80.99897,37
19420,569,948,37.50824,37
19800,649,716,47.54579,37
19860,720,31,95.87217,37
20080,3311,4568,42.0231,37
20120,1068,496,68.28645,37
20580,7996,4820,62.39076,37
20620,819,933,46.74658,37
21095,1267,1472,46.25776,37
21360,864,93,90.28213,37
21500,355,1194,22.91801,37
21880,605,790,43.36918,37
22380,307,694,30.66933,37
22500,613,1489,29.1627,37
22920,55324,29533,65.19674,37
23600,883,1431,38.15903,37
23760,1336,1630,45.04383,37
24570,2159,3531,37.94376,37
24640,394,459,46.18992,37
25020,118,228,34.10405,37
25300,6015,7305,45.15766,37
25480,8424,4645,64.45788,37
25580,11289,12022,48.42778,37
25880,401,942,29.85853,37
25980,1015,1140,47.09977,37
26460,3313,2518,56.81701,37
26880,6831,2649,72.05696,37
27280,1729,2298,42.93519,37
27420,663,1468,31.11215,37
27440,433,1132,27.66773,37
28000,91181,43218,67.84351,37
28080,21053,15136,58.17514,37
29800,3079,5068,37.79305,37
30120,2166,3030,41.68591,37
30340,630,1859,25.31137,37
30660,5398,1862,74.35262,37
30720,3158,3011,51.19144,37
31060,8191,9080,47.42632,37
31400,24922,19360,56.2802,37
31440,412,1401,22.72477,37
31620,608,160,79.16667,37
31960,732,1383,34.60993,37
32260,6346,6254,50.36508,37
32640,6466,6748,48.93295,37
33120,7261,9277,43.90495,37
33320,445,1311,25.34169,37
33560,3124,4799,39.42951,37
34200,4472,4631,49.12666,37
34260,3248,5056,39.11368,37
34300,2414,3092,43.84308,37
35200,8060,10087,44.41505,37
35540,268,784,25.47529,37
35600,4764,6898,40.85063,37
35720,1650,1526,51.95214,37
35760,1712,4080,29.55801,37
35870,975,1136,46.18664,37
35880,1715,2424,41.43513,37
35920,4933,2431,66.98805,37
36060,821,1059,43.67021,37
36080,2717,1820,59.88539,37
36220,443,715,38.25561,37
36480,510,517,49.6592,37
36511,513,1509,25.37092,37
36512,566,1080,34.38639,37
36860,525,1291,28.90969,37
37160,592,717,45.22536,37
37220,3111,2103,59.66628,37
37760,3267,3910,45.52041,37
38040,1592,2763,36.55568,37
38060,4784,3091,60.74921,37
38320,1836,2203,45.4568,37
39360,1050,442,70.37534,37
39480,433,973,30.79659,37
39700,4392,3120,58.46645,37
41420,838,786,51.60099,37
41640,691,307,69.23848,37
41960,5783,7761,42.69787,37
42000,585,613,48.83139,37
42240,2853,3027,48.52041,37
42860,1798,4574,28.2172,37
43200,252,1336,15.86902,37
43260,1424,2641,35.03075,37
43480,4352,6124,41.54257,37
43720,660,645,50.57471,37
43920,5102,3798,57.32584,37
44320,1522,2571,37.18544,37
44400,5007,5227,48.92515,37
44520,3411,3032,52.94118,37
44700,531,807,39.6861,37
44800,1379,1736,44.26966,37
44960,1560,3037,33.93518,37
45100,1466,1226,54.45765,37
46060,579,367,61.20507,37
46340,4899,3751,56.63584,37
46860,424,1237,25.52679,37
47000,2243,2764,44.79728,37
47240,274,221,55.35354,37
47880,714,692,50.78236,37
48345,544,1014,34.91656,37
48480,596,1115,34.83343,37
48790,708,952,42.6506,37
49800,2858,1175,70.86536,37
51820,273,408,40.08811,37
51840,739,718,50.72066,37
51940,2283,4332,34.51247,37
52220,1858,1397,57.08141,37
52685,418,1098,27.57256,37
52760,603,1407,30,37
53040,565,159,78.03867,37
53140,257,557,31.57248,37
53475,2841,3033,48.36568,37
54580,1047,650,61.69711,37
55000,113126,59530,65.52104,37
55260,604,929,39.39987,37
55640,2368,2574,47.91582,37
55900,1407,1680,45.57823,37
56710,716,1200,37.36952,37
56815,948,1442,39.66527,37
56900,3971,4474,47.02191,37
57200,776,1204,39.19192,37
57500,19908,10336,65.82463,37
58160,1005,412,70.92449,37
58260,1103,1160,48.74061,37
58360,522,830,38.60947,37
58630,1085,1354,44.48544,37
58730,1444,2605,35.66313,37
58860,7844,4531,63.38586,37
59280,8886,9637,47.97279,37
59540,371,774,32.40175,37
60320,822,524,61.06984,37
60800,2014,3819,34.52769,37
61200,5001,5565,47.33106,37
61920,615,11,98.24281,37
62520,3394,3511,49.15279,37
63120,1792,2273,44.08364,37
63240,374,170,68.75,37
63760,887,614,59.09394,37
63880,2419,2498,49.19666,37
64420,2495,5398,31.61029,37
64460,462,1552,22.93942,37
64740,7289,6086,54.4972,37
65120,150,199,42.97994,37
65260,233,402,36.69291,37
66040,497,1309,27.51938,37
66280,617,642,49.00715,37
66700,794,726,52.23684,37
66960,1182,2246,34.48075,37
67420,4218,4956,45.97776,37
67720,493,990,33.24343,37
68040,696,1146,37.78502,37
68340,705,2055,25.54348,37
68400,259,896,22.42424,37
69260,1210,4463,21.3291,37
69520,320,576,35.71429,37
70540,4543,5169,46.77718,37
70660,981,1922,33.79263,37
70740,998,3982,20.04016,37
71220,1307,681,65.74447,37
71460,1474,2264,39.43285,37
71500,1782,1626,52.28873,37
71560,902,814,52.5641,37
71680,594,1355,30.47717,37
71780,546,99,84.65116,37
72150,653,774,45.76034,37
73660,1221,1070,53.2955,37
74020,628,853,42.40378,37
74220,2640,1797,59.49966,37
74440,25218,20261,55.44977,37
74540,11482,7348,60.97716,37
75000,69718,37603,64.96212,37
75780,2146,2773,43.62675,37
76220,1510,869,63.47205,37
3020,200,219,47.7327,38
3540,200,273,42.2833,38
7200,12322,19064,39.25954,38
8460,495,580,46.04651,38
8700,275,543,33.61858,38
12020,287,48,85.67164,38
12340,410,558,42.35537,38
13180,128,197,39.38462,38
15900,141,166,45.92834,38
16940,203,296,40.68136,38
19420,1354,1252,51.95702,38
19620,1944,3264,37.32719,38
25700,28029,22957,54.97391,38
31820,794,798,49.87437,38
32060,13661,11288,54.7557,38
35900,382,807,32.12784,38
38100,272,235,53.64892,38
40580,3033,3793,44.43305,38
42700,113,232,32.75362,38
44300,195,177,52.41935,38
44540,154,257,37.46959,38
44780,414,536,43.57895,38
45020,121,147,45.14925,38
46980,135,313,30.13393,38
47100,602,403,59.9005,38
49900,3911,5247,42.70583,38
51500,221,151,59.4086,38
53380,6226,8314,42.81981,38
53540,121,118,50.62762,38
55420,99,273,26.6129,38
56620,317,306,50.88283,38
56740,531,137,79.49102,38
60900,323,351,47.92285,38
68860,333,572,36.79558,38
72250,275,293,48.41549,38
75380,198,426,31.73077,38
81180,1685,1508,52.77169,38
82660,950,988,49.01961,38
83860,187,511,26.79083,38
84780,5507,5564,49.74257,38
86220,1231,2491,33.07362,38
87020,157,296,34.65784,38
415,139,509,21.45062,31
905,965,1520,38.833,31
975,50,167,23.04147,31
1780,95,389,19.6281,31
2095,64,240,21.05263,31
2305,312,559,35.8209,31
2550,118,334,26.10619,31
2655,149,244,37.91349,31
2690,319,880,26.6055,31
3390,1934,2319,45.47378,31
3950,7263,8817,45.16791,31
4230,61,193,24.01575,31
4615,103,222,31.69231,31
5350,998,1598,38.44376,31
6015,39,87,30.95238,31
6610,326,1007,24.45611,31
7345,103,387,21.02041,31
7730,133,362,26.86869,31
8535,284,743,27.65336,31
8605,617,1005,38.03946,31
8640,1563,1699,47.91539,31
9375,92,224,29.11392,31
10110,2078,4895,29.80066,31
11020,200,412,32.67974,31
11370,912,726,55.67766,31
12000,234,250,48.34711,31
12315,311,700,30.76162,31
14730,65,228,22.1843,31
16410,565,827,40.58908,31
16445,52,97,34.89933,31
16655,783,1031,43.16428,31
17110,26,44,37.14286,31
17145,266,350,43.18182,31
17670,4143,5064,44.99837,31
17810,142,293,32.64368,31
18405,204,429,32.22749,31
18475,118,225,34.40233,31
18580,766,1768,30.22889,31
18615,184,479,27.75264,31
19350,65,292,18.20728,31
19595,4473,7345,37.84904,31
20260,775,1226,38.73063,31
21415,2998,5017,37.40487,31
22325,275,371,42.56966,31
22640,525,1621,24.46412,31
23025,156,226,40.8377,31
23445,149,257,36.69951,31
23690,139,599,18.83469,31
25055,3949,7968,33.13753,31
25475,198,651,23.32155,31
26385,2290,2396,48.86897,31
26910,95,97,49.47917,31
28000,44563,40510,52.38207,31
29855,151,201,42.89773,31
29925,602,1761,25.47609,31
30240,99,196,33.55932,31
32060,164,417,28.22719,31
32305,91,133,40.625,31
32340,360,791,31.27715,31
32410,135,393,25.56818,31
32830,79,255,23.65269,31
33705,932,1297,41.81247,31
33775,188,417,31.07438,31
34615,2578,5661,31.29021,31
34720,189,270,41.17647,31
35000,2558,5154,33.16909,31
35490,192,372,34.04255,31
35875,758,876,46.38923,31
35980,427,1303,24.68208,31
37000,67669,58303,53.71749,31
37105,233,900,20.56487,31
37280,263,581,31.16114,31
38295,4222,6471,39.48377,31
39100,176,435,28.80524,31
39345,502,767,39.55871,31
39695,109,177,38.11189,31
40605,830,1136,42.2177,31
40675,92,203,31.18644,31
40710,195,371,34.4523,31
42670,77,141,35.3211,31
43685,50,155,24.39024,31
44245,1381,2415,36.3804,31
44280,130,215,37.68116,31
44420,913,1565,36.84423,31
45295,254,885,22.30026,31
46030,1228,1346,47.70785,31
46520,261,386,40.34003,31
47815,182,412,30.63973,31
47955,145,499,22.51553,31
48515,158,179,46.88427,31
48585,109,209,34.27673,31
48935,99,247,28.61272,31
50020,254,353,41.84514,31
50965,621,1003,38.23892,31
51070,130,201,39.27492,31
51280,96,196,32.87671,31
51770,495,691,41.73693,31
51840,587,906,39.31681,31
52575,406,809,33.41564,31
53660,166,306,35.16949,31
53835,244,291,45.60748,31
54020,191,197,49.2268,31
54045,684,2089,24.66643,31
54115,189,323,36.91406,31
980,1322,1862,41.5201,33
1620,852,635,57.29657,33
5140,2968,1357,68.62428,33
7620,892,750,54.324,33
12900,2236,3518,38.85992,33
14200,14302,7496,65.61152,33
17860,5605,5916,48.65029,33
18820,5746,10221,35.98672,33
25940,1379,1626,45.89018,33
27380,2093,1600,56.67479,33
31860,533,423,55.75314,33
32980,5044,4506,52.81675,33
36020,1539,1280,54.59383,33
37220,3277,3749,46.64105,33
39300,9427,3641,72.13805,33
40180,4218,3750,52.93675,33
41300,4680,2055,69.48775,33
41780,457,349,56.69975,33
42500,1582,1246,55.94059,33
43140,6107,6879,47.02757,33
45140,26526,21192,55.58909,33
45380,860,374,69.69206,33
50260,22902,17325,56.93191,33
52260,3241,1780,64.54889,33
57220,469,286,62.11921,33
62900,9147,3729,71.03914,33
65140,6483,7947,44.92723,33
69940,2054,3345,38.04408,33
77100,2262,1967,53.48782,33
84340,633,484,56.66965,33
100,2027,2110,48.99686,34
700,1392,1888,42.43902,34
730,115,172,40.06969,34
760,546,425,56.23069,34
790,280,403,40.99561,34
1030,464,470,49.6788,34
1090,387,493,43.97727,34
1330,139,139,50,34
1480,420,552,43.20988,34
1960,4340,475,90.13499,34
1990,1979,1126,63.73591,34
2080,9850,1990,83.19257,34
2110,1131,1207,48.37468,34
2200,2586,1672,60.73274,34
2230,356,176,66.91729,34
2320,306,562,35.25346,34
2350,2410,1353,64.04465,34
2440,433,623,41.00379,34
2880,1522,1302,53.89518,34
3130,159,229,40.97938,34
3250,1933,1325,59.33088,34
3520,217,390,35.74959,34
3580,12917,9269,58.2214,34
3940,249,359,40.95395,34
4120,707,1257,35.99796,34
4180,2198,2478,47.00599,34
4252,267,413,39.26471,34
4400,466,293,61.39657,34
4600,593,738,44.55297,34
4630,275,284,49.19499,34
4660,162,190,46.02273,34
4750,2941,1895,60.81472,34
4930,1196,1269,48.51927,34
4990,514,693,42.58492,34
5170,6113,4384,58.23569,34
5440,1832,1602,53.34886,34
5590,1497,2047,42.24041,34
5740,793,350,69.37883,34
6025,427,277,60.65341,34
6040,1190,919,56.42485,34
6130,319,325,49.53416,34
6340,1502,1808,45.37764,34
6370,186,246,43.05556,34
6490,2192,1202,64.58456,34
6610,1899,1768,51.7862,34
6670,1224,623,66.26963,34
6790,1392,1202,53.6623,34
6970,1041,727,58.88009,34
7000,2862,2758,50.92527,34
7300,159,253,38.59223,34
7360,149,262,36.25304,34
7600,3747,1032,78.40552,34
7660,171,317,35.04098,34
7750,978,1691,36.64294,34
7810,2003,2434,45.14311,34
8110,2692,2516,51.68971,34
8170,494,309,61.5193,34
8455,2155,1096,66.2873,34
8492,341,302,53.03266,34
8620,1039,1387,42.8277,34
8680,995,813,55.03319,34
8920,2633,1228,68.19477,34
9040,1481,1866,44.24858,34
9250,1672,1740,49.00352,34
9280,285,270,51.35135,34
10000,19934,1127,94.64888,34
10270,653,710,47.90902,34
10300,262,177,59.68109,34
10330,69,71,49.28571,34
10480,1242,1397,47.06328,34
10600,2007,1397,58.96005,34
10750,5138,2562,66.72727,34
11140,380,518,42.31626,34
11155,280,322,46.51163,34
11410,582,583,49.95708,34
12100,2100,2240,48.3871,34
12385,4050,2613,60.78343,34
12550,613,106,85.2573,34
12580,292,475,38.0704,34
13360,2091,1227,63.01989,34
13399,1289,673,65.69827,34
13420,1159,665,63.54167,34
13570,5044,2913,63.39073,34
13690,17281,12246,58.52609,34
13720,639,633,50.23585,34
13810,1924,1595,54.67462,34
13990,371,212,63.63636,34
14230,925,391,70.28875,34
14260,4762,1874,71.7601,34
14380,4204,4494,48.33295,34
14758,1708,771,68.89875,34
15160,77,145,34.68468,34
15250,357,213,62.63158,34
15520,664,656,50.30303,34
15820,1843,1794,50.67363,34
15910,1970,3098,38.87135,34
16630,1487,599,71.28476,34
16660,104,262,28.4153,34
17530,1256,1046,54.56125,34
18070,2936,1399,67.7278,34
18148,312,512,37.86408,34
18151,219,403,35.209,34
18400,4240,3776,52.89421,34
18490,1437,1216,54.1651,34
19130,2241,348,86.55852,34
